,ID,Customer_ID,Month,Name,Age,SSN,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score
1127,0x1436d,CUS_0x9729,April,Schneyerl,34,406-76-5709,Teacher,167075.68,13893.973333333332,2,4,4,0_,,27,2,10.86,2.0,Good,831.37,34.78496888489769,28 Years and 4 Months,No,0.0,570.8999308298016,High_spent_Medium_value_payments,1068.4974025035317,Standard
1128,0xeacc,CUS_0xa8ed,July,Palmerz,24,899-63-9269,Teacher,74866.6,5964.883333333334,5,4,32,5,"Auto Loan, Credit-Builder Loan, Payday Loan, Payday Loan, and Home Equity Loan",21,13,10.3,10.0,Standard,1798.0,32.75191511104355,8 Years and 1 Months,Yes,277.45804355221475,663.0219807043833,Low_spent_Small_value_payments,,Standard
1129,0x11646,CUS_0xbb2,January,,52,824-36-4429,Mechanic,43249.78,,5,5,5,3,"Mortgage Loan, Payday Loan, and Home Equity Loan",5,3,11.43,0.0,_,1475.99,34.36257245220091,31 Years and 10 Months,No,97.25829537419808,108.37171693974804,High_spent_Medium_value_payments,398.1848210193872,Poor
1130,0x9fbc,CUS_0x9919,March,Leika Kiharal,38,848-55-2881,Mechanic,14365.54,1486.128333333333,8,9,25,2,"Personal Loan, and Home Equity Loan",40,20,5.49,12.0,Bad,2530.48,39.60124401691109,18 Years and 11 Months,NM,16.26899742400056,53.207116227002096,Low_spent_Small_value_payments,369.1367196823307,Standard
1131,0x231ca,CUS_0x8956,May,Maurof,24,#F%$D@*&8,Accountant,43615.2,3420.6,4,6,3,4,"Student Loan, Debt Consolidation Loan, Home Equity Loan, and Student Loan",11,9,6.46,7.0,Good,1030.5,31.31180578455081,20 Years and 7 Months,No,128.54998671742212,,Low_spent_Small_value_payments,143.50488562190174,Standard
1132,0x4179,CUS_0x51e7,April,Christopher Doeringl,44,772-53-7704,Lawyer,9735.115,695.2595833333335,7,5,16,7,"Credit-Builder Loan, Not Specified, Auto Loan, Debt Consolidation Loan, Mortgage Loan, Not Specified, and Mortgage Loan",40,19,23.85,7.0,Bad,3500.59,32.788128709440784,1 Years and 2 Months,NM,53.89565261827463,12.48747720287446,High_spent_Large_value_payments,243.14282851218425,Good
1133,0x8f1b,CUS_0x2fa2,June,Jessica Wohlj,24,076-99-3069,Manager,19731.2,1509.2666666666669,6,6,11,0,,16,15,1.53,5.0,Standard,424.32,24.685118487578467,,No,0.0,__10000__,!@9#%8,258.74723071186344,Standard
1134,0x15750,CUS_0x7768,July,Dhanya Skariachanc,42,971-95-9546,Journalist,104946.48,8701.54,3,3,11,4,"Debt Consolidation Loan, Debt Consolidation Loan, Personal Loan, and Mortgage Loan",1,5,14.54,3.0,Good,1349.46,34.066393028270475,17 Years and 4 Months,No,331.0735003181875,287.7825646035501,High_spent_Medium_value_payments,501.29793507826264,Good
1135,0x25674,CUS_0x4e80,July,Amran Abocarq,34,940-30-7729,Accountant,82647.69,6967.3075,3,4,9,3,"Home Equity Loan, Mortgage Loan, and Home Equity Loan",27,,17.57,7.0,Standard,1485.52,35.73735759005612,15 Years and 4 Months,Yes,186.2553917831484,540.2012856577957,Low_spent_Large_value_payments,240.2740725590561,Standard
1136,0x18374,CUS_0x9352,March,Tagarise,48,606-00-7941,Lawyer,60865.05,5221.0875,316,7,3,3,"Not Specified, Student Loan, and Mortgage Loan",22,8,-0.77,0.0,Standard,1188.49,22.77020069008164,24 Years and 9 Months,NM,140.20993380921036,192.60485277614143,High_spent_Medium_value_payments,439.2939634146482,Standard
1137,0x10a28,CUS_0xb96b,July,,47,046-69-1325,Manager,63068.88,5406.74,2,5,11,3,"Auto Loan, Mortgage Loan, and Student Loan",11,,11.47,5.0,Good,348.96,34.937080922067516,21 Years and 3 Months,No,97.05733789386672,275.79060794129157,High_spent_Small_value_payments,427.8260541648417,Standard
1138,0x11cfa,CUS_0xbdcf,January,Michael Ermany,41,737-15-2835,Accountant,68291.70000000001,,8,5,5,2,"Personal Loan, and Not Specified",18,9,-0.31000000000000005,0.0,_,1210.72,26.57631673577096,31 Years and 9 Months,Yes,62.35247096931465,587.2552459640276,Low_spent_Small_value_payments,181.8897830666579,Standard
1139,0x1ccd4,CUS_0x51d4,July,Cruisep,56,545-52-0205,Doctor,102131.04,8631.92,5,5,10,0_,,21,11_,8.81,6.0,Standard,27.19_,36.3488155070889,30 Years and 4 Months,No,0.0,227.00185685986665,High_spent_Medium_value_payments,886.1901431401334,Standard
1140,0xd132,CUS_0xb689,May,Crawleyp,19,944-24-4212,Scientist,33806.55,2671.2125,4,6,8,0,,17,,5.0,0.0,_,208.25,35.67739646329337,,No,0.0,175.79609661723808,High_spent_Small_value_payments,351.32515338276187,Standard
1141,0x1fecc,CUS_0x2306,July,,54,260-24-2546,Teacher,73455.03,6367.2525,8,4,7,2,"Credit-Builder Loan, and Not Specified",10,8,-3.17,7.0,Standard,833.37,27.75379281366077,29 Years and 11 Months,No,86.49480091004787,51.726518939177936,High_spent_Large_value_payments,738.5039301507742,Standard
1142,0x13e44,CUS_0x245d,March,Dhanyag,27,251-17-0514,Scientist,22147.105,1938.5920833333328,1774,4,4,1,Student Loan,4,4,10.09,3.0,_,947.58,25.46877076807937,20 Years and 1 Months,No,9.829845999398689,246.52137939741226,Low_spent_Small_value_payments,227.5079829365224,Standard
1143,0x1a0da,CUS_0x61fb,May,Paulz,22_,739-69-5014,Entrepreneur,36270.25,,2,3,10,0,,28,,10.59,0.0,_,220.62,28.51159027188945,23 Years and 2 Months,No,33422.0,93.6043669145703,High_spent_Medium_value_payments,441.04771641876295,Poor
1144,0x16e3d,CUS_0xad1e,August,Amran Abocarn,34,733-90-4431,Engineer,72690.44,,8,5,34,9,"Not Specified, Credit-Builder Loan, Mortgage Loan, Personal Loan, Not Specified, Student Loan, Auto Loan, Mortgage Loan, and Credit-Builder Loan",22,25,2.49,9.0,Bad,2686.24,25.879474793459224,20 Years and 6 Months,NM,377.80572012557366,85.08493185535266,High_spent_Large_value_payments,376.6630146857405,Standard
1145,0xc34f,CUS_0xa3b4,February,Shirbone,15,734-47-5830,Scientist,19648.09,1890.3408333333332,7,3,14,4,"Home Equity Loan, Mortgage Loan, Personal Loan, and Student Loan",17,17,12.0,7.0,Standard,2052.35,26.729177228846712,11 Years and 10 Months,NM,39.664103544954955,16.77795885460986,High_spent_Large_value_payments,372.5920209337685,Standard
1146,0x51e1,CUS_0xc5d7,April,,53,156-69-3115,Journalist,88688.94,7287.745,3,7,8,-100,,16,4,3.23,3.0,Good,120.02,42.029639389202586,19 Years and 4 Months,No,0.0,68.19782050191883,High_spent_Large_value_payments,900.576679498081,Poor
1147,0x144df,CUS_0x8513,February,Annaz,33,#F%$D@*&8,Teacher,107688.4,9252.033333333333,5,3,13,4,"Personal Loan, Auto Loan, Auto Loan, and Home Equity Loan",7,9,17.59,6.0,Standard,670.36,35.67357571006204,22 Years and 0 Months,Yes,191.44796799562425,1155.4435462835836,Low_spent_Small_value_payments,,Standard
1148,0x99de,CUS_0x2796,January,Tim McLaughlinm,22,123-92-7016,Scientist,8329.915,,55,5,778,8,"Debt Consolidation Loan, Mortgage Loan, Mortgage Loan, Auto Loan, Personal Loan, Payday Loan, Not Specified, and Auto Loan",46,20,5.79,7.0,Bad,2308.1,33.1378129103131,,Yes,31.265801966468825,__10000__,Low_spent_Medium_value_payments,296.59391999920064,Poor
1149,0x23408,CUS_0x86aa,March,Janl,35,#F%$D@*&8,Lawyer,54525.94,,3,5,10,4,"Debt Consolidation Loan, Home Equity Loan, Mortgage Loan, and Not Specified",6,9,11.02,8.0,Standard,157.1,30.363588449266192,21 Years and 10 Months,Yes,131.08037267198603,378.8501994439763,Low_spent_Small_value_payments,245.65226121737103,Standard
1150,0x3a1f,CUS_0x3435,June,Piersonb,17,845-16-5003,Lawyer,29840.22,,8,9,29,7_,"Payday Loan, Payday Loan, Auto Loan, Not Specified, Personal Loan, Not Specified, and Personal Loan",18,23,27.19,10.0,Bad,2716.57,33.83071620489332,2 Years and 6 Months,Yes,114.66800983474224,294.9477930122027,Low_spent_Small_value_payments,144.0526971530551,Poor
1151,0x122ef,CUS_0x99e5,February,Mari Saitod,29,146-62-6806,Manager,9183.32,769.2766666666665,6,8,19,6,"Debt Consolidation Loan, Student Loan, Debt Consolidation Loan, Debt Consolidation Loan, Mortgage Loan, and Not Specified",46,22,7.81,10.0,Bad,2032.49,30.75732884621689,5 Years and 8 Months,Yes,33.40075942337548,37.87763645507396,Low_spent_Small_value_payments,295.6492707882172,Poor
1152,0x1076d,CUS_0x7ac7,April,Karenz,31,080-03-1929,Media_Manager,10457.88,688.4899999999999,6,8,29,8,"Not Specified, Personal Loan, Home Equity Loan, Payday Loan, Auto Loan, Student Loan, Payday Loan, and Credit-Builder Loan",35,16,2.9000000000000004,6.0,Bad,1286.8,35.860465367082426,12 Years and 10 Months,NM,68.54844529224256,38.122923470514,Low_spent_Small_value_payments,252.17763123724342,Poor
1153,0x12d37,CUS_0x81e6,June,Dhanya Skariachanb,21,990-52-8222,Mechanic,22728.9,1773.075,5,3,16,3,"Auto Loan, Payday Loan, and Debt Consolidation Loan",26,9,16.27,4.0,Standard,888.02_,24.80630495138821,25 Years and 4 Months,Yes,42.19175511605128,101.59143396635551,Low_spent_Large_value_payments,303.5243109175932,Standard
1154,0x11a8d,CUS_0x5f06,April,Vlastelical,42,873-56-8770,Doctor,8835.54,706.2950000000002,4,6,29,7,"Mortgage Loan, Student Loan, Mortgage Loan, Not Specified, Auto Loan, Home Equity Loan, and Home Equity Loan",6,11,20.33,1713.0,Standard,1961.73,28.494437598898216,6 Years and 4 Months,Yes,40.038258959731685,26.017680417314548,!@9#%8,264.5735606229538,Standard
1155,0x1e68e,CUS_0x36fd,May,Erwin Sebaq,17,090-60-7501,Doctor,20864.93,,5,4,25,7,"Mortgage Loan, Debt Consolidation Loan, Mortgage Loan, Student Loan, Mortgage Loan, Home Equity Loan, and Personal Loan",14,,16.04,10.0,_,1466.97,27.15933674255001,18 Years and 9 Months,Yes,66.28873781739314,75.42067610552178,Low_spent_Small_value_payments,296.76500274375167,Poor
1156,0x417b,CUS_0x51e7,June,Christopher Doeringl,44,772-53-7704,_______,9735.115,695.2595833333335,7,5,16,7,"Credit-Builder Loan, Not Specified, Auto Loan, Debt Consolidation Loan, Mortgage Loan, Not Specified, and Mortgage Loan",35,19,23.85,10.0,Bad,3500.59,29.02213154266553,1 Years and 4 Months,Yes,76326.0,77.55906058372557,Low_spent_Small_value_payments,228.07124513133317,Good
1157,0x14060,CUS_0x1f42,March,Simon Meadsn,31,773-22-5016,Lawyer,18146.26,1442.188333333333,7,7,23,5,"Mortgage Loan, Personal Loan, Personal Loan, Personal Loan, and Payday Loan",28,14,15.25,11.0,Standard,1708.57,35.24816755355421,18 Years and 4 Months,NM,66.15803759994232,64.87791177547412,!@9#%8,273.1828839579169,Poor
1158,0x9bf2,CUS_0xc2da,May,,28,376-12-9828,Media_Manager,18038.0,1534.166666666667,5,1,10,0,,0,6,5.4,4.0,Good,486.12,30.469947218670388,16 Years and 9 Months,No,0.0,128.2979722216563,Low_spent_Small_value_payments,315.11869444501036,Good
1159,0x31ad,CUS_0xa56d,April,Kellyg,40,299-50-2330,Architect,65454.42,5205.535,4,4,17,1,Credit-Builder Loan,26,12,11.82,0.0,Standard,768.36,38.32577830260141,29 Years and 1 Months,Yes,28.010449461130207,560.9560121173984,Low_spent_Small_value_payments,221.5870384214714,Standard
1160,0x258ae,CUS_0x38c2,January,Andreasc,18,423-55-1106,Musician,34860.36,2739.03,8,3,14,2,"Mortgage Loan, and Personal Loan",7,15,11.53,2.0,_,1301.87,29.95305629462883,32 Years and 8 Months,Yes,34.61158479652975,229.43922552181542,Low_spent_Medium_value_payments,289.8521896816549,Standard
1161,0x23509,CUS_0xa342,August,Svean,19,094-13-9253,Developer,126744.38999999998,,5,4,1,4,"Auto Loan, Mortgage Loan, Home Equity Loan, and Debt Consolidation Loan",1,7,2.31,1.0,Good,839.57,29.342162281752984,31 Years and 4 Months,NM,313.9426663303038,246.29758460605515,High_spent_Medium_value_payments,744.262999063641,Standard
1162,0x82c2,CUS_0x4db9,January,Deepa Seetharamanz,19,641-29-5684,Accountant,53587.86,4197.655,6,6,18,3,"Mortgage Loan, Home Equity Loan, and Personal Loan",28,10,16.99,5.0,Standard,636.73,35.262929523001006,14 Years and 10 Months,NM,124.91514278325424,407.2269155448317,Low_spent_Medium_value_payments,167.6234416719141,Standard
1163,0x20f0b,CUS_0x4672,February,Ryan Vlastelicav,34,886-85-1961,Journalist,27947.05,2331.920833333333,8,1486,9,7,"Home Equity Loan, Auto Loan, Not Specified, Payday Loan, Personal Loan, Debt Consolidation Loan, and Mortgage Loan",20,16,8.84,5.0,Standard,172.39,31.395412000136623,14 Years and 0 Months,Yes,148.7990660045954,72.91346820101755,High_spent_Medium_value_payments,261.4795491277204,Standard
1164,0x1ee6e,CUS_0xc718,May,Michael Sinl,39,870-81-1433,Engineer,18105.32,1692.7766666666666,5,6,7,1,Personal Loan,8,5,5.69,2.0,Good,211.46,32.815760724615195,31 Years and 9 Months,No,13.311335329117172,44.34853369639472,!@9#%8,361.61779764115477,Standard
1165,0x1efe1,CUS_0x612e,April,Dyeu,20,867-32-0827,Architect,81609.78,7084.815,5,4,2,3,"Auto Loan, Home Equity Loan, and Student Loan",3,2,2.9400000000000004,,_,102.02,32.8204650397227,20 Years and 6 Months,No,134.26010338575497,,High_spent_Large_value_payments,646.1445212584161,Good
1166,0x1fe51,CUS_0x436d,April,Matthewh,48,605-53-6907,Manager,13016.955,805.7462499999998,5,5,14,1,Auto Loan,20,11,9.81,4.0,Standard,519.51,33.72681573095655,24 Years and 5 Months,No,7.327678460882679,51.38170340323303,Low_spent_Large_value_payments,291.86524313588427,Standard
1167,0x130c2,CUS_0x5978,January,Dan Levineb,34,763-74-8586,Doctor,8170.725,618.8937500000002,7,5,20,4,"Student Loan, Mortgage Loan, Auto Loan, and Student Loan",55,21,11.12,11.0,Bad,2373.8,31.165120030877915,5 Years and 8 Months,Yes,17.28840448083471,68.1086016581114,Low_spent_Small_value_payments,266.492368861054,Poor
1168,0x9add,CUS_0x5ca1,April,Ayesha Rascoev,35,678-30-7197,Engineer,34323.26,2734.271666666667,1,4,9,3,"Student Loan, Auto Loan, and Not Specified",-2,,9.94,3.0,Good,358.47,34.744953400716625,24 Years and 11 Months,NM,63.30212610715235,189.2675391940395,Low_spent_Large_value_payments,290.85750136547483,Good
1169,0x1c770,CUS_0x5a82,July,Jonathan Lefff,26,896-84-7984,Writer,33467.15,3039.929166666667,7,5,7,0,,14,15,3.76,6.0,Good,1294.23,38.21071524922931,30 Years and 9 Months,NM,0.0,185.3863104043457,Low_spent_Large_value_payments,388.60660626232095,Standard
1170,0x2e59,CUS_0x9e28,April,,43,819-43-1589,Scientist,34204.8,2725.4,1131,5,17,6,"Payday Loan, Debt Consolidation Loan, Personal Loan, Payday Loan, Auto Loan, and Debt Consolidation Loan",35,21,15.52,14.0,Bad,3285.72,36.1284764562722,1 Years and 6 Months,Yes,106.99731417311476,273.26201970021043,Low_spent_Small_value_payments,182.28066612667487,Poor
1171,0x10002,CUS_0x54c3,January,,28_,764-29-3740,Engineer,18354.805,1457.5670833333334,0,3,8,1,Personal Loan,21,8,5.85,4.0,Good,863.63,23.297697062657328,17 Years and 2 Months,No,13.915906204021931,74.81109066994641,Low_spent_Large_value_payments,327.029711459365,Poor
1172,0x40d3,CUS_0xaca6,June,,20,#F%$D@*&8,Architect,89388.72,,4,6,6,1,Student Loan,8,5,3.55,0.0,Good,1030.1,32.456530065860505,31 Years and 10 Months,No,64.35336648298865,680.4856008780903,!@9#%8,314.6670326389211,Good
1173,0x11425,CUS_0x6b52,August,James Reganw,27,556-49-4379,Media_Manager,88412.01,7495.6675,1,4,11,-100,"Payday Loan, Credit-Builder Loan, and Mortgage Loan",20,8,0.55,5.0,Good,957.82,41.48649415011712,31 Years and 2 Months,No,199.49297647263663,173.69985087991245,High_spent_Large_value_payments,616.3739226474509,Poor
1174,0x1e7ff,CUS_0xb76e,February,Seetharamans,19,064-07-9323,Media_Manager,84479.67,6799.9725,0,5,8,4,"Student Loan, Payday Loan, Student Loan, and Student Loan",6,6,11.46,0.0,_,477.02,28.28746217808623,19 Years and 9 Months,No,149.73503117149764,346.93319479370393,Low_spent_Medium_value_payments,463.32902403479835,Good
1175,0x1f44,CUS_0x8a4b,July,Ilainac,52,142-99-2481,Doctor,110786.63999999998,9299.22,5,7,5,3,"Auto Loan, Personal Loan, and Payday Loan",8,,8.68,2.0,Standard,226.7,30.4775031940426,24 Years and 10 Months,Yes,209.314506964946,170.01376936195797,High_spent_Large_value_payments,790.5937236730962,Poor
1176,0xd7ef,CUS_0xb3e3,February,Peter Appsp,41,694-38-0048,Teacher,142639.96_,11787.663333333332,5,4,16,1,Personal Loan,21,13,7.69,2.0,Standard,1351.02,41.49404333912325,15 Years and 3 Months,Yes,60.28510486975928,381.20116063101227,High_spent_Medium_value_payments,987.2800678325616,Standard
1177,0x2c8f,CUS_0x695e,February,Altmeyerp,38,319-71-0111,Doctor,108161.7_,,5,6,1,2,"Student Loan, and Debt Consolidation Loan",27,13,6.16,4.0,Good,633.47,29.665788125425077,24 Years and 9 Months,No,169.67426776243946,423.48816642685205,High_spent_Small_value_payments,581.9850658107084,Good
1178,0x1d0e8,CUS_0x62f8,July,Holdend,32,697-14-4942,Architect,16895.24,,0,7,9,3,"Payday Loan, Payday Loan, and Debt Consolidation Loan",25,9,3.69,0.0,Good,1087.34,23.7879685498422,18 Years and 9 Months,No,29.268885744799015,17.318837137692288,High_spent_Large_value_payments,344.40594378417535,Poor
1179,0x16583,CUS_0x1713,June,Jessica Wohlr,32,186-82-0006,Musician,54568.92,4452.41,9,10,23,9,"Debt Consolidation Loan, Student Loan, Student Loan, Credit-Builder Loan, Payday Loan, Home Equity Loan, Mortgage Loan, Debt Consolidation Loan, and Credit-Builder Loan",60,15,24.99,11.0,Bad,3336.99,34.402589251165985,12 Years and 7 Months,Yes,277.30246620721414,294.2357175868654,High_spent_Small_value_payments,133.7028162059204,Poor
1180,0x23fd9,CUS_0x4de8,April,Mattheww,33,283-06-4422,Media_Manager,83034.44,,4,4,16,2,"Debt Consolidation Loan, and Not Specified",13,16,17.27,6.0,Standard,2225.89,33.55835167917268,8 Years and 0 Months,Yes,90.60863171544672,593.7222457247416,Low_spent_Medium_value_payments,310.72278922647837,Poor
1181,0x14b1e,CUS_0xadb5,May,Andrea Shalal-Esaq,45,565-89-7418,Entrepreneur,77460.2,6494.016666666666,4,7,25,-100,"Mortgage Loan, and Debt Consolidation Loan",23,10,15.67,9.0,Standard,1329.63,27.877436846514374,11 Years and 9 Months,NM,108.81804816329117,235.91644539575336,High_spent_Medium_value_payments,554.6671731076221,Standard
1182,0x7c67,CUS_0xbde6,June,Mark Felsenthalv,35,323-64-4752,Writer,36063.45,2844.2875,7,6,13,5,"Home Equity Loan, Payday Loan, Not Specified, Personal Loan, and Mortgage Loan",20,12,16.78,6.0,Standard,1497.12,28.34975532802704,15 Years and 9 Months,Yes,135.1026903037025,,High_spent_Medium_value_payments,314.63251580026366,Standard
1183,0x1ef7e,CUS_0xb2a4,January,Miedemaz,23,420-33-9865,Teacher,32755.49,2765.624166666667,42,5,2818,3_,"Student Loan, Personal Loan, and Personal Loan",14,11,5.99,3.0,Good,1265.91,38.84051195060436,22 Years and 10 Months,No,54.53842411161511,348.0248930085229,Low_spent_Small_value_payments,163.99909954652873,Good
1184,0x2c9d,CUS_0x1b41,April,Jonesn,39,521-24-8234,Engineer,19910.51,1622.2091666666663,9,10,15,5,"Home Equity Loan, Payday Loan, Home Equity Loan, Mortgage Loan, and Auto Loan",57,24,27.19,12.0,Bad,3957.01,37.82303730612311,5 Years and 10 Months,Yes,57.670713684613155,152.1992025519169,Low_spent_Small_value_payments,242.3510004301366,Poor
1185,0x1d259,CUS_0xa607,April,,34,643-79-3907,Manager,40924.81,3469.400833333333,3,5,4,3,"Debt Consolidation Loan, Credit-Builder Loan, and Student Loan",5,2,10.68,0.0,Good,1204.84,31.55902795630055,27 Years and 2 Months,No,68.38487777158893,186.82489051468426,Low_spent_Large_value_payments,361.7303150470602,Good
1186,0x7e5f,CUS_0xa99c,June,Pressmana,25,337-61-1276,Journalist,34742.74,2881.228333333333,6,4,19,3_,"Not Specified, Debt Consolidation Loan, and Personal Loan",21,14,16.19,975.0,Standard,2503.43,32.11677609858517,10 Years and 2 Months,Yes,59.097375287093975,99.78935196858166,High_spent_Medium_value_payments,379.2361060776577,Poor
1187,0x14829,CUS_0x23e9,April,Robinc,18,018-11-9472,Architect,114614.88,9369.24,6,6,9,3,"Debt Consolidation Loan, Auto Loan, and Payday Loan",8,12,13.06,1.0,Standard,1379.67,43.1201210809737,27 Years and 7 Months,Yes,180.9107226914057,210.3515013814892,High_spent_Large_value_payments,785.6617759271053,Poor
1188,0x4069,CUS_0x68ad,August,Edwardsg,45,177-23-9449,Entrepreneur,68056.56,,10,8,23,6,"Student Loan, Home Equity Loan, Student Loan, Home Equity Loan, Personal Loan, and Student Loan",57,12,12.64,9.0,Standard,1681.16,40.20288854295232,9 Years and 9 Months,Yes,324.34475246407294,79.49976445698114,High_spent_Medium_value_payments,400.19348307894586,Standard
1189,0x1eb6a,CUS_0x1057,January,,45,741-07-3912,Writer,86617.16,7250.096666666667,8,4,6,3,"Auto Loan, Student Loan, and Payday Loan",16,20,10.26,4.0,Standard,718.53,36.464134260232136,24 Years and 4 Months,No,141.3820546343075,,High_spent_Large_value_payments,759.3959039697244,Standard
1190,0x24519,CUS_0xb432,April,Sruthi Ramakrishnany,28,760-89-8189,Manager,44890.9,3715.9083333333338,3,7,6,4_,"Mortgage Loan, Home Equity Loan, Payday Loan, and Mortgage Loan",6,11,5.45,0.0,Good,1347.65,24.50168635151132,19 Years and 2 Months,No,83.72378732184616,194.83406783879676,Low_spent_Medium_value_payments,373.0329781726905,Standard
1191,0xff17,CUS_0x3e79,June,Debenedettim,30,578-88-1975,Mechanic,9956.155,780.6795833333334,7,10,34,5_,"Payday Loan, Debt Consolidation Loan, Personal Loan, Debt Consolidation Loan, and Mortgage Loan",26,19,_,11.0,Bad,4277.82,32.32003059055203,8 Years and 2 Months,Yes,38.86248875949625,27.308792793392843,Low_spent_Small_value_payments,301.89667678044424,Standard
1192,0x143ff,CUS_0x5c1c,June,Sineadx,44,584-91-0882,Writer,17794.505,1340.8754166666668,5,4,8,0_,,12,7,2.06,2.0,Good,84.02,25.74988985615077,31 Years and 2 Months,No,0.0,24.928630390866385,High_spent_Large_value_payments,349.15891127580034,Standard
1193,0x5b10,CUS_0x9934,March,Mariannaa,43,850-08-6279,Doctor,120450.32,9985.526666666668,2,3,11,4,"Personal Loan, Payday Loan, Not Specified, and Home Equity Loan",19,3,10.28,2.0,_,503.63,40.57033019697228,24 Years and 11 Months,NM,387.8026801255866,195.93023658625916,High_spent_Medium_value_payments,664.819749954821,Standard
1194,0x4607,CUS_0x9a43,June,La,45,066-97-7115,Mechanic,85720.48,6999.373333333332,7,6,16,4,"Home Equity Loan, Student Loan, Mortgage Loan, and Credit-Builder Loan",15,,7.31,8.0,Standard,707.08,25.91096744632507,17 Years and 4 Months,Yes,171.47714995402183,181.8119263100378,High_spent_Medium_value_payments,596.6482570692738,Poor
1195,0x17ac1,CUS_0x4c33,August,Vlastelicad,15,511-02-6078,Lawyer,74829.56,6521.796666666666,7,9,25,6,"Not Specified, Home Equity Loan, Debt Consolidation Loan, Mortgage Loan, Mortgage Loan, and Not Specified",49,22,2.46,14.0,Bad,2269.63,38.315817398465946,17 Years and 3 Months,Yes,313.20464688853724,119.9801252371348,!@9#%8,458.99489454099466,Standard
1196,0xa5f6,CUS_0x62e4,January,Nigel Daviesy,55,336-90-0523,Mechanic,85954.42,7366.868333333333,0,7,5,3,"Credit-Builder Loan, Debt Consolidation Loan, and Mortgage Loan",9,11,3.66,3.0,Good,791.46,25.562933505719037,30 Years and 2 Months,No,128.55523344072628,,Low_spent_Medium_value_payments,379.8872643390772,Standard
1197,0x197b7,CUS_0x4083,June,Zeidlerv,48,619-93-7111,Musician,31318.22,2508.851666666667,7,4,14,3,"Payday Loan, Debt Consolidation Loan, and Debt Consolidation Loan",14,14,9.16,1.0,Standard,1121.05,24.88741018370469,,No,65.49831071064018,176.9377211422315,Low_spent_Medium_value_payments,288.449134813795,Standard
1198,0xcefd,CUS_0x34d7,April,N.n,38,065-57-1268,Mechanic,12066790.0,3344.416666666666,3,6,7,0,,10,15,2.04,4.0,Standard,551.85,28.39010548718247,26 Years and 8 Months,NM,0.0,132.5005259865563,!@9#%8,451.9411406801104,Standard
1199,0x1dd22,CUS_0x7c6a,May,Mollenkampl,22,021-53-1156,Manager,109472.91,9180.7425,3,5,7,3,"Student Loan, Mortgage Loan, and Not Specified",28,18,3.93,7.0,_,1338.46,25.572384013351932,22 Years and 8 Months,No,263.206252674893,884.5045610973593,Low_spent_Medium_value_payments,50.36343622774768,Good
1200,0xdee0,CUS_0xaadb,March,Rossy,23,165-61-8880,Doctor,35577.23,3025.769166666667,8,4,5,0,,17,,14.76,,Standard,20.94,25.103796634434932,25 Years and 6 Months,Yes,0.0,205.4188571020774,Low_spent_Small_value_payments,387.15805956458934,Standard
1201,0x1625c,CUS_0x5d5f,March,Kohj,26,740-49-8165,Teacher,60363.5,,3,7,5,0,,8,0,-0.6200000000000001,0.0,Good,158.8,32.01868195160409,17 Years and 6 Months,No,0.0,,Low_spent_Medium_value_payments,497.35632935563615,Standard
1202,0x105e2,CUS_0x9796,May,Martinne Gellerm,30,447-03-4867,_______,24813.21,2168.7675,6,4,18,3,"Student Loan, Debt Consolidation Loan, and Personal Loan",22,18,2.35,8.0,Standard,573.77,27.733962758315396,29 Years and 0 Months,Yes,31.605565762444854,81.63863051588693,Low_spent_Small_value_payments,393.63255372166816,Standard
1203,0x134e3,CUS_0x5121,February,Steve Slatera,43,730-95-1822,Writer,98112.03,8417.002499999999,2,5,4,3,"Auto Loan, Not Specified, and Debt Consolidation Loan",1,5,7.79,0.0,Good,579.47,32.69497075542012,,No,197.32205198730455,354.03030651950303,Low_spent_Large_value_payments,560.3478914931923,Standard
1204,0x199f3,CUS_0x6bcf,February,Jan Strupczewskil,40,090-00-2258,Architect,35198.01,2864.1675,3,7,9,2,"Mortgage Loan, and Mortgage Loan",11,13,3.28,3.0,Good,863.31,24.63213405907441,32 Years and 6 Months,No,43.60682177445486,221.736563141553,Low_spent_Large_value_payments,291.07336508399214,Good
1205,0x15871,CUS_0x5f5d,August,Timothyr,27,618-70-8009,Writer,30738.51,2438.5425,3,7,3,1,Student Loan,12,13,-3.58,7.0,_,645.49,26.82783342264327,31 Years and 10 Months,No,22.815893781129866,70.84256141900946,High_spent_Medium_value_payments,400.1957947998608,Standard
1206,0xeeb0,CUS_0x8627,July,Miedemac,38,896-61-5112,Mechanic,12549.985,828.8320833333335,7,5,13,-100,Not Specified,13,15,3.87,6.0,Standard,803.44,26.539995746873483,32 Years and 2 Months,No,9.947697793357491,59.02465731060709,Low_spent_Small_value_payments,303.9108532293688,Standard
